Symbol,CompanyName,Exchange,Industry,Website,Description,CEO,IssueType,Sector
"AJRD","Aerojet Rocketdyne Holdings Inc.","New York Stock Exchange","Aerospace & Defense","http://www.aerojetrocketdyne.com","Aerojet Rocketdyne Holdings Inc manufactures aerospace and defense products and systems which develops and manufactures propulsion systems for defense and space applications, and armaments for precision tactical and long-range weapon systems applications.","Eileen Drake","cs","Industrials"
"AJX","Great Ajax Corp.","New York Stock Exchange","REITs","http://www.great-ajax.com","Great Ajax Corp is engaged in acquiring, investing in and managing a portfolio of mortgage loans. The Company operates in a single segment focused on non-performing mortgages and re-performing mortgages.","Lawrence Mendelsohn","cs","Real Estate"
"AKAM","Akamai Technologies Inc.","Nasdaq Global Select","Application Software","http://www.akamai.com","Akamai Technologies Inc is a United States based company which provides cloud services for delivering, optimizing and securing online content and business applications over the Internet.","F. Thomson Leighton","cs","Technology"
"AKAO","Achaogen Inc.","NASDAQ Global Market","Biotechnology","http://www.achaogen.com","Achaogen Inc is a biopharmaceutical company committed to the discovery, development, and commercialization of novel antibacterials to treat multi-drug resistant (MDR) gram-negative infections.","Blake Wise","cs","Healthcare"
"AKBA","Akebia Therapeutics Inc.","NASDAQ Global Market","Biotechnology","http://www.akebia.com","Akebia Therapeutics Inc is a biopharmaceutical company. It focuses on the development and commercialization of novel therapeutics to patients with kidney disease through hypoxia-inducible factor (HIF) biology.","John P. Butler","cs","Healthcare"
"AKCA","Akcea Therapeutics Inc.","Nasdaq Global Select","Biotechnology","http://www.akceatx.com","Akcea Therapeutics Inc is a late stage biopharmaceutical company focused on developing and commercializing drugs to treat patients with serious cardiometabolic diseases caused by lipid disorders.","Paula Soteropoulos","cs","Healthcare"
"AKR","Acadia Realty Trust","New York Stock Exchange","REITs","http://www.acadiarealty.com","Acadia Realty Trust is a real estate investment trust which focuses on the ownership, acquisition, development, and management of high-quality retail properties located primarily in the United States.","Kenneth F. Bernstein","cs","Real Estate"
"AKRX","Akorn Inc.","Nasdaq Global Select","Drug Manufacturers","http://www.akorn.com","Akorn Inc is a United States based generic pharmaceutical company. It develops, manufactures and markets generic and branded prescription pharmaceuticals as well as private-label over-the-counter consumer health products and animal health pharmaceuticals.","Rajat Rai","cs","Healthcare"
"AKS","AK Steel Holding Corporation","New York Stock Exchange","Steel","http://www.aksteel.com","AK Steel Holding Corp is engaged in manufacturing steel products such as flat-rolled, carbon, electrical, and stainless steel as well as tubular products for the automotive, construction, appliance, and machinery end markets.","Roger K. Newport","cs","Basic Materials"
"AL","Air Lease Corporation Class A","New York Stock Exchange","Consulting & Outsourcing","http://www.airleasecorp.com","Air Lease Corp is a U.S based aircraft leasing company. Its main source of revenue comes through the leasing of narrow and wide-bodied jet aircrafts primarily in the European market.","John L. Plueger","cs","Industrials"
"ALB","Albemarle Corporation","New York Stock Exchange","Chemicals","http://www.albemarle.com","Albemarle Corp is a developer, manufacturer and marketer of engineered specialty chemicals. It provides services to end markets including petroleum refining, consumer electronics, construction, automotive, lubricants and pharmaceuticals.","Luther C. Kissam","cs","Basic Materials"
"ALBO","Albireo Pharma Inc.","NASDAQ Capital Market","Biotechnology","http://www.albireopharma.com","Albireo Pharma Inc is a development-stage pharmaceutical company. It engages in the research and development of the drug reformulation technology.","Ronald H.W. Cooper","cs","Healthcare"
"ALCO","Alico Inc.","Nasdaq Global Select","Consumer Packaged Goods","http://www.alicoinc.com","Alico Inc is an agribusiness and land management company. It is engaged in production of citrus groves, improved farmland, cattle ranching and conservation, and related support operations.","Remy W. Trafelet","cs","Consumer Defensive"
"ALDR","Alder BioPharmaceuticals Inc.","NASDAQ Global Market","Biotechnology","http://www.alderbio.com","Alder BioPharmaceuticals Inc is a biotechnology company. It is engaged in the discovery, development, and commercialization of therapeutic antibodies addresses diseases with limited medical options. The company operates across the U.S and Australia.","Robert Azelby","cs","Healthcare"
"ALDX","Aldeyra Therapeutics Inc.","NASDAQ Capital Market","Biotechnology","http://www.aldeyra.com","Aldeyra Therapeutics Inc is biotechnology company focused on the development of products for inflammation, inborn errors of metabolism, and other diseases, related to endogenously generated toxic and pro-inflammatory chemical species known as aldehydes.","Todd C. Brady","cs","Healthcare"
"ALE","Allete Inc.","New York Stock Exchange","Utilities - Regulated","http://www.allete.com","ALLETE Inc is engaged in the genration, transmission and distribution of electric power in the United States.","Alan R. Hodnik","cs","Utilities"
"ALEX","Alexander & Baldwin Inc. REIT Holding Company","New York Stock Exchange","REITs","http://www.alexanderbaldwin.com","Alexander & Baldwin Inc is primarily a real estate company. It operates through three segments namely Commercial real estate, land operations and materials and construction. Most of its revenue is derived from managing retail and office properties.","Christopher J. Benjamin","cs","Real Estate"
"ALG","Alamo Group Inc.","New York Stock Exchange","Farm & Construction Machinery","http://www.alamo-group.com","Alamo Group Inc is engaged in the design and manufacturing of agricultural equipment and infrastructure maintenance equipment. Its products include tractor-mounted mowing and other vegetation maintenance equipment, among others.","Ronald A. Robinson","cs","Industrials"
"ALGN","Align Technology Inc.","Nasdaq Global Select","Medical Devices","http://www.aligntech.com","Align Technology Inc designs, manufactures and markets a system of clear aligner therapy, intra-oral scanners and CAD/CAM digital services used in dentistry, orthodontics, and dental records storage. Its segments are Clear Aligner and Scanners & Services.","Joseph M. Hogan","cs","Healthcare"
"ALGT","Allegiant Travel Company","Nasdaq Global Select","Airlines","https://www.allegiant.com","Allegiant Travel Co provides travel services in the United States. It sells air transportation on a stand-alone basis, or bundled with air-related and third-party services and products.","Maurice J. Gallagher","cs","Industrials"
"ALK","Alaska Air Group Inc.","New York Stock Exchange","Airlines","http://www.alaskaair.com","Alaska Air Group Inc operates Alaska, Virgin America and Horizon Air airlines. The company through its subsidiaries provides passenger air, freight and mail services within the state of Alaska and on the West Coast.","Bradley D. Tilden","cs","Industrials"
"ALKS","Alkermes plc","Nasdaq Global Select","Biotechnology","http://www.alkermes.com","Alkermes PLC is a fully integrated, biopharmaceutical company. It applies its scientific expertise and proprietary technologies to research, develop and commercialize pharmaceutical products to address unmet medical needs of patients.","Richard F. Pops","cs","Healthcare"
"ALL","Allstate Corporation (The)","New York Stock Exchange","Insurance - Property & Casualty","http://www.allstate.com","Allstate Corp, through its subsidiaries, is primarily engaged in the property-liability insurance business and the life insurance, retirement and investment products business. It offers its products in the United States and Canada.","Thomas J. Wilson","cs","Financial Services"
